,Fixture_ID,Season,Competition,Date,Home_Team,Away_Team,Score
300,12622648,2012-13,DIV2,20/10/12,Old Carthusians II,Lancing Old Boys II,1 - 0
301,12622649,2012-13,DIV2,20/10/12,Old Reptonians,Old Salopians II,2 - 2
302,12622697,2012-13,DIV3,20/10/12,Old Harrovians II,Old Etonians II,2 - 2
303,12622731,2012-13,DIV4,20/10/12,Old Cholmeleians III,Old Chigwellians III,3 - 2
304,12622732,2012-13,DIV4,20/10/12,Old Westminsters II,Old Epsomians,2 - 2
305,12622769,2012-13,DIV5,20/10/12,Old Chigwellians IV,Old Foresters III,3 - 2
306,12622770,2012-13,DIV5,20/10/12,Old Cholmeleians IV,Old Citizens,1 - 6
307,12622771,2012-13,DIV5,20/10/12,Old Malvernians II,Old Brentwoods IV,4 - 2
308,12612343,2012-13,PREM,13/10/12,Lancing Old Boys,Old Harrovians,3 - 0
309,12612340,2012-13,PREM,13/10/12,Old Chigwellians,Old Cholmeleians,0 - 0
310,12612341,2012-13,PREM,13/10/12,Old Etonians,Old Brentwoods,3 - 4
311,12612342,2012-13,PREM,13/10/12,Old Foresters,Old Carthusians,3 - 3
312,12622589,2012-13,DIV1,13/10/12,Old Bradfieldians,Old Malvernians,0 - 5
313,12622590,2012-13,DIV1,13/10/12,Old Haileyburians,Old Salopians,0 - 7
314,12622591,2012-13,DIV1,13/10/12,Old King's Scholars,Old Wykehamists,1 - 0
315,12622650,2012-13,DIV2,13/10/12,Old Carthusians III,Old Wellingtonians,8 - 0
316,12622651,2012-13,DIV2,13/10/12,Old Cholmeleians II,Old Carthusians II,1 - 2
317,12622652,2012-13,DIV2,13/10/12,Old Haberdashers,Lancing Old Boys II,0 - 6
318,12622653,2012-13,DIV2,13/10/12,Old Reptonians,Old Chigwellians II,1 - 1
319,12622700,2012-13,DIV3,13/10/12,Kings College Wimbledon II,Old Foresters II,6 - 3
320,12622698,2012-13,DIV3,13/10/12,Old Etonians II,Old Aldenhamians II,2 - 1
321,12622699,2012-13,DIV3,13/10/12,Old Harrovians II,Old Wykehamists II,5 - 2
322,12622701,2012-13,DIV3,13/10/12,Old Marlburians,Old Brentwoods II,3 - 1
323,12622733,2012-13,DIV4,13/10/12,Old Chigwellians III,Old Berkhamstedians,2 - 4
324,12622772,2012-13,DIV5,13/10/12,Old Chigwellians IV,Old Brentwoods III,3 - 2
325,12622773,2012-13,DIV5,13/10/12,Old Citizens,Old Malvernians II,3 - 3
326,12622774,2012-13,DIV5,13/10/12,Old Foresters IV,Old Brentwoods IV,0 - 1
327,12612346,2012-13,PREM,06/10/12,KCS Old Boys,Old Cholmeleians,2 - 2
328,12612344,2012-13,PREM,06/10/12,Old Carthusians,Old Etonians,4 - 1
329,12612345,2012-13,PREM,06/10/12,Old Harrovians,Old Tonbridgians,8 - 0
330,12622592,2012-13,DIV1,06/10/12,Old Haileyburians,Old Wykehamists,0 - 3
331,12622593,2012-13,DIV1,06/10/12,Old Salopians,Old Malvernians,2 - 3
332,12622654,2012-13,DIV2,06/10/12,Old Carthusians III,Lancing Old Boys II,4 - 1
333,12622655,2012-13,DIV2,06/10/12,Old Haberdashers,Old Carthusians II,2 - 5
334,12622702,2012-13,DIV3,06/10/12,Old Etonians II,Old Harrovians II,1 - 2
335,12622703,2012-13,DIV3,06/10/12,Old Marlburians,Old Foresters II,3 - 1
336,12622734,2012-13,DIV4,06/10/12,Old Berkhamstedians,Old Amplefordians,1 - 0
337,12622735,2012-13,DIV4,06/10/12,Old Cholmeleians III,Old Epsomians,1 - 0
338,12622775,2012-13,DIV5,06/10/12,Old Brentwoods III,Old Cholmeleians IV,7 - 3
339,12622776,2012-13,DIV5,06/10/12,Old Citizens,Old Brentwoods IV,4 - 3
340,12622777,2012-13,DIV5,06/10/12,Old Foresters III,Old Malvernians II,1 - 5
341,12612348,2012-13,PREM,29/09/12,KCS Old Boys,Lancing Old Boys,0 - 2
342,12612347,2012-13,PREM,29/09/12,Old Brentwoods,Old Harrovians,1 - 3
343,12612349,2012-13,PREM,29/09/12,Old Tonbridgians,Old Carthusians,1 - 8
344,12622594,2012-13,DIV1,29/09/12,Old Bradfieldians,Old Radleians,3 - 6
345,12622595,2012-13,DIV1,29/09/12,Old King's Scholars,Old Malvernians,1 - 2
346,12622596,2012-13,DIV1,29/09/12,Old Wykehamists,Old Aldenhamians,1 - 2
347,12622656,2012-13,DIV2,29/09/12,Old Carthusians II,Old Wellingtonians,2 - 0
348,12622657,2012-13,DIV2,29/09/12,Old Reptonians,Old Carthusians III,2 - 2
349,12622705,2012-13,DIV3,29/09/12,Kings College Wimbledon II,Old Marlburians,1 - 5
350,12622704,2012-13,DIV3,29/09/12,Old Foresters II,Old Brentwoods II,6 - 2
351,12622736,2012-13,DIV4,29/09/12,Old Epsomians,Old Eastbournians,2 - 1
352,12622737,2012-13,DIV4,29/09/12,Old Westminsters II,Old Cholmeleians III,5 - 2
353,12622778,2012-13,DIV5,29/09/12,Old Chigwellians IV,Old Brentwoods IV,3 - 1
354,12622779,2012-13,DIV5,29/09/12,Old Cholmeleians IV,Old Foresters IV,2 - 3
355,12622780,2012-13,DIV5,29/09/12,Old Foresters III,Old Citizens,1 - 5
356,12612353,2012-13,PREM,22/09/12,KCS Old Boys,Old Carthusians,0 - 1
357,12612350,2012-13,PREM,22/09/12,Old Brentwoods,Old Foresters,5 - 1
358,12612351,2012-13,PREM,22/09/12,Old Chigwellians,Old Etonians,0 - 0
359,12612352,2012-13,PREM,22/09/12,Old Cholmeleians,Old Tonbridgians,2 - 1
360,12622597,2012-13,DIV1,22/09/12,Old Bradfieldians,Old Aldenhamians,4 - 2
361,12622598,2012-13,DIV1,22/09/12,Old Haileyburians,Old King's Scholars,2 - 3
362,12622599,2012-13,DIV1,22/09/12,Old Radleians,Old Wykehamists,2 - 3
363,12622600,2012-13,DIV1,22/09/12,Old Westminsters,Old Malvernians,3 - 2
364,12622658,2012-13,DIV2,22/09/12,Old Carthusians II,Old Reptonians,1 - 1
365,12622659,2012-13,DIV2,22/09/12,Old Cholmeleians II,Old Wellingtonians,1 - 1
366,12622660,2012-13,DIV2,22/09/12,Old Haberdashers,Old Carthusians III,3 - 6
367,12622706,2012-13,DIV3,22/09/12,Old Aldenhamians II,Old Foresters II,4 - 2
368,12622707,2012-13,DIV3,22/09/12,Old Brentwoods II,Old Marlburians,2 - 6
369,12622738,2012-13,DIV4,22/09/12,Old Berkhamstedians,Old Westminsters II,2 - 1
370,12622739,2012-13,DIV4,22/09/12,Old Epsomians,Old Amplefordians,4 - 3
371,12622781,2012-13,DIV5,22/09/12,Old Chigwellians IV,Old Cholmeleians IV,2 - 3
372,12622782,2012-13,DIV5,22/09/12,Old Citizens,Old Brentwoods III,9 - 0
373,12622783,2012-13,DIV5,22/09/12,Old Foresters IV,Old Malvernians II,0 - 9
374,12612354,2012-13,PREM,15/09/12,Old Carthusians,Old Cholmeleians,2 - 2
375,12612355,2012-13,PREM,15/09/12,Old Foresters,Old Etonians,3 - 2
376,12622601,2012-13,DIV1,15/09/12,Old Haileyburians,Old Bradfieldians,2 - 0
377,12622602,2012-13,DIV1,15/09/12,Old Salopians,Old Wykehamists,2 - 1
378,12622603,2012-13,DIV1,15/09/12,Old Westminsters,Old Aldenhamians,5 - 0
379,12622661,2012-13,DIV2,15/09/12,Old Carthusians III,Old Reptonians,3 - 2
380,12622662,2012-13,DIV2,15/09/12,Old Chigwellians II,Old Carthusians II,1 - 4
381,12622708,2012-13,DIV3,15/09/12,Kings College Wimbledon II,Old Wykehamists II,3 - 1
382,12622709,2012-13,DIV3,15/09/12,Old Marlburians,Old Etonians II,5 - 2
383,12622740,2012-13,DIV4,15/09/12,Old Chigwellians III,Old Westminsters II,4 - 1
384,12622741,2012-13,DIV4,15/09/12,Old Cholmeleians III,Old Amplefordians,5 - 1
385,12622742,2012-13,DIV4,15/09/12,Old Eastbournians,Old Berkhamstedians,1 - 1
386,12622784,2012-13,DIV5,15/09/12,Old Foresters III,Old Cholmeleians IV,3 - 0
387,12612356,2012-13,PREM,08/09/12,Old Brentwoods,Old Chigwellians,2 - 3
388,12612357,2012-13,PREM,08/09/12,Old Foresters,Old Cholmeleians,2 - 3
389,12622604,2012-13,DIV1,08/09/12,Old Aldenhamians,Old Salopians,2 - 4
390,12622605,2012-13,DIV1,08/09/12,Old Bradfieldians,Old Wykehamists,4 - 4
391,12622663,2012-13,DIV2,08/09/12,Old Chigwellians II,Old Wellingtonians,3 - 0
392,12622664,2012-13,DIV2,08/09/12,Old Reptonians,Old Cholmeleians II,7 - 1
393,12622711,2012-13,DIV3,08/09/12,Kings College Wimbledon II,Old Aldenhamians II,3 - 4
394,12622710,2012-13,DIV3,08/09/12,Old Brentwoods II,Old Wykehamists II,2 - 1
395,12622743,2012-13,DIV4,08/09/12,Old Berkhamstedians,Old Cholmeleians III,0 - 1
396,12622744,2012-13,DIV4,08/09/12,Old Eastbournians,Old Amplefordians,5 - 2
397,12622745,2012-13,DIV4,08/09/12,Old Epsomians,Old Chigwellians III,5 - 2
398,12622785,2012-13,DIV5,08/09/12,Old Brentwoods III,Old Brentwoods IV,0 - 4
399,12622786,2012-13,DIV5,08/09/12,Old Foresters III,Old Foresters IV,1 - 2
400,13711962,2013-14,SCHL,18/10/14,Ampleforth College 1st XI,Old Amplefordians,2 - 4
401,13868764,2013-14,FRIE,30/08/14,Old Merchant Taylors,Old Cholmeleians II,4 - 0
402,13646388,2013-14,FRIE,31/05/14,Old Millfieldians,Old Cholmeleians II,4 - 3
403,13098821,2013-14,PREM,17/05/14,Old Foresters,Lancing Old Boys,0 - 3
404,13098923,2013-14,DIV1,10/05/14,Old Wykehamists,Old Haileyburians,3 - 0
405,13186724,2013-14,DIV2,04/05/14,Old Carthusians II,Lancing Old Boys II,"Home Walkover
										
										H - W"
406,13097280,2013-14,DIV5,04/05/14,Old Harrovians III,Old Sennockians,"6 - 1 
										
											
(HT 2-1)"
407,13098752,2013-14,PREM,03/05/14,Old Brentwoods,Lancing Old Boys,1 - 4
408,13098754,2013-14,PREM,03/05/14,Old Cholmeleians,Old Carthusians,3 - 6
409,13098866,2013-14,DIV1,03/05/14,Old Westminsters,Old Aldenhamians,2 - 2
410,13186729,2013-14,DIV2,03/05/14,Old Carthusians II,Old Haberdashers,"Home Walkover
										
										H - W"
411,13469677,2013-14,DIV2,03/05/14,Old Marlburians,Old Carthusians III,4 - 1
412,13186732,2013-14,DIV2,03/05/14,Old Wellingtonians,Old Aldenhamians II,2 - 5
413,13186693,2013-14,DIV2,03/05/14,Old Cholmeleians II,Old Chigwellians II,0 - 8
414,13097201,2013-14,DIV3,03/05/14,Old Wykehamists II,Old Brentwoods II,3 - 0
415,13340143,2013-14,DIV5,03/05/14,Old Brentwoods IV,Old Amplefordians,"7 - 2 
										
											
(HT 2-1)"
416,13186723,2013-14,DIV2,30/04/14,Old Wellingtonians,Old Carthusians II,1 - 4
417,13617599,2013-14,DMVC,27/04/14,Old Etonians Vets,Old Harrovians Vets,3 - 2
418,13617591,2013-14,DMVP,27/04/14,Old Salopians Vets,Old Brentwoods Vets,2 - 4
419,13098833,2013-14,PREM,26/04/14,Old Chigwellians,Old Carthusians,"Away Walkover
										
										A - W"
420,13098809,2013-14,PREM,26/04/14,Old Salopians,Lancing Old Boys,1 - 0
421,13469475,2013-14,PREM,26/04/14,Old Foresters,Old Etonians,1 - 0
422,13098806,2013-14,PREM,26/04/14,Old Cholmeleians,Old Harrovians,4 - 1
423,13098925,2013-14,DIV1,26/04/14,Old Reptonians,Old Bradfieldians,"Home Walkover
										
										H - W"
424,13300466,2013-14,DIV1,26/04/14,Old Tonbridgians,Old Radleians,4 - 0
425,13098860,2013-14,DIV1,26/04/14,Old King's Scholars,Old Westminsters,"5 - 7 
										
											
(HT 4-4)"
426,13186657,2013-14,DIV2,26/04/14,Lancing Old Boys II,Old Marlburians,1 - 2
427,13186703,2013-14,DIV2,26/04/14,Old Carthusians III,Old Haberdashers,6 - 1
428,13186716,2013-14,DIV2,26/04/14,Old Salopians II,Old Chigwellians II,2 - 0
429,13366107,2013-14,DIV2,26/04/14,Old Haberdashers,Old Carthusians III,1 - 4
430,13097217,2013-14,DIV3,26/04/14,Old Brentwoods II,Old Berkhamstedians,1 - 2
431,13097207,2013-14,DIV3,26/04/14,Old Cholmeleians III,Old Foresters II,1 - 1
432,13097176,2013-14,DIV3,26/04/14,Old Epsomians,Old Harrovians II,"Home Walkover
										
										H - W"
433,13097339,2013-14,DIV4,26/04/14,Old Eastbournians,Old Stoics,"5 - 3 
										
											
(HT 3-3)"
434,13325406,2013-14,DIV4,26/04/14,Old Citizens,Old Westminsters II,3 - 2
435,13470117,2013-14,DIV5,26/04/14,Old Sennockians,Old Brentwoods IV,"3 - 2 
										
											
(HT 0-0)"
436,13418291,2013-14,DIV5,26/04/14,Old Cholmeleians IV,Old Foresters III,2 - 1
437,13578360,2013-14,LOBC,26/04/14,Old Aldenhamians,Queen Mary College Old Boys,2 - 5
438,13097266,2013-14,DIV5,19/04/14,Old Sennockians,Old Millhillians,"2 - 1 
										
											
(HT 0-0)"
439,13574448,2013-14,DMVC,13/04/14,Old Etonians Vets,Old Cholmeleians Vets,3 - 1
440,13597533,2013-14,DMVP,13/04/14,Old Brentwoods Vets,Old Kimboltonians Vets,1 - 0
441,13098835,2013-14,PREM,12/04/14,Old Cholmeleians,Old Brentwoods,5 - 2
442,13469473,2013-14,PREM,12/04/14,Old Malvernians,Lancing Old Boys,2 - 4
443,13098831,2013-14,PREM,12/04/14,Old Salopians,Old Harrovians,2 - 2
444,13098852,2013-14,DIV1,12/04/14,Old Haileyburians,KCS Old Boys,"0 - 3 
										
											
(HT 0-3)"
445,13098868,2013-14,DIV1,12/04/14,Old Radleians,Old Tonbridgians,2 - 2
446,13098909,2013-14,DIV1,12/04/14,Old Westminsters,Old Reptonians,1 - 1
447,13098846,2013-14,DIV1,12/04/14,Old Wykehamists,Old Bradfieldians,2 - 5
448,13098915,2013-14,DIV1,12/04/14,Old King's Scholars,Old Aldenhamians,0 - 1
449,13186682,2013-14,DIV2,12/04/14,Old Aldenhamians II,Old Salopians II,2 - 1
450,13186695,2013-14,DIV2,12/04/14,Old Wellingtonians,Old Haberdashers,4 - 0
451,13186706,2013-14,DIV2,12/04/14,Old Chigwellians II,Old Cholmeleians II,0 - 1
452,13471390,2013-14,DIV3,12/04/14,Old Cholmeleians III,Old Harrovians II,5 - 1
453,13097198,2013-14,DIV3,12/04/14,Old Etonians II,Kings College Wimbledon II,2 - 0
454,13471385,2013-14,DIV3,12/04/14,Old Wykehamists II,Old Epsomians,2 - 4
455,13097204,2013-14,DIV3,12/04/14,Old Foresters II,Old Berkhamstedians,3 - 0
456,13097323,2013-14,DIV4,12/04/14,Old Bancroftians AFC,Old Citizens,1 - 3
457,13097333,2013-14,DIV4,12/04/14,Old Brentwoods III,Old Eastbournians,4 - 3
458,13097335,2013-14,DIV4,12/04/14,Old Malvernians II,Old Westminsters II,1 - 0
459,13097279,2013-14,DIV5,12/04/14,Old Amplefordians,Old Brentwoods IV,"3 - 2 
										
											
(HT 1-2)"
460,13097281,2013-14,DIV5,12/04/14,Old Cholmeleians IV,Old Sennockians,"3 - 5 
										
											
(HT 1-3)"
461,13602722,2013-14,DUNN,12/04/14,Old Carthusians,Old Foresters,"3 - 0 
										
											
(AET, HT 0-0)"
462,13606994,2013-14,JLC,12/04/14,Old Marlburians,Old Carthusians II,2 - 1
463,13612305,2013-14,DWT,12/04/14,Old Stoics,Old Oundelians,"0 - 1 
										
											
(HT 0-1)"
464,13098782,2013-14,PREM,05/04/14,Old Etonians,Old Brentwoods,3 - 0
465,13328099,2013-14,PREM,05/04/14,Old Foresters,Old Cholmeleians,2 - 3
466,13098824,2013-14,PREM,05/04/14,Lancing Old Boys,Old Carthusians,"0 - 1 
										
											
(HT 0-0)"
467,13098893,2013-14,DIV1,05/04/14,Old Radleians,KCS Old Boys,2 - 4
468,13098883,2013-14,DIV1,05/04/14,Old Reptonians,Old Haileyburians,3 - 2
469,13098891,2013-14,DIV1,05/04/14,Old Aldenhamians,Old Bradfieldians,3 - 1
470,13098884,2013-14,DIV1,05/04/14,Old Westminsters,Old Tonbridgians,0 - 3
471,13334851,2013-14,DIV1,05/04/14,Old Wykehamists,Old King's Scholars,1 - 2
472,13186674,2013-14,DIV2,05/04/14,Old Salopians II,Old Carthusians II,2 - 2
473,13419686,2013-14,DIV2,05/04/14,Old Cholmeleians II,Old Carthusians III,3 - 1
474,13186722,2013-14,DIV2,05/04/14,Old Haberdashers,Old Chigwellians II,2 - 1
475,13186652,2013-14,DIV2,05/04/14,Old Marlburians,Old Aldenhamians II,9 - 1
476,13186711,2013-14,DIV2,05/04/14,Old Wellingtonians,Lancing Old Boys II,1 - 2
477,13186662,2013-14,DIV2,05/04/14,Old Carthusians III,Old Cholmeleians II,1 - 3
478,13097215,2013-14,DIV3,05/04/14,Old Etonians II,Old Brentwoods II,1 - 0
479,13471386,2013-14,DIV3,05/04/14,Old Brentwoods II,Old Etonians II,0 - 2
480,13097212,2013-14,DIV3,05/04/14,Old Foresters II,Old Epsomians,2 - 1
481,13097293,2013-14,DIV4,05/04/14,Old Westminsters II,Old Bancroftians AFC,"1 - 1 
										
											
(HT 1-0)"
482,13097303,2013-14,DIV4,05/04/14,Old Malvernians II,Old Brentwoods III,4 - 0
483,13097294,2013-14,DIV4,05/04/14,Old Citizens,Old Chigwellians III,"4 - 1 
										
											
(HT 4-1)"
484,13399245,2013-14,DIV5,05/04/14,Old Cholmeleians IV,Old Brentwoods IV,"0 - 1 
										
											
(HT 0-0)"
485,13097268,2013-14,DIV5,05/04/14,Old Foresters III,Old Millhillians,1 - 6
486,13605355,2013-14,DWT,05/04/14,Old Oundelians,Old Sennockians,"3 - 1 
										
											
(HT 1-0)"
487,13596451,2013-14,DWT,05/04/14,Old Stoics,Old Amplefordians,"5 - 1 
										
											
(HT 1-1)"
488,13469472,2013-14,PREM,29/03/14,Old Brentwoods,Old Salopians,"1 - 1 
										
											
(HT 1-1)"
489,13098787,2013-14,PREM,29/03/14,Old Carthusians,Old Harrovians,"3 - 1 
										
											
(HT 1-0)"
490,13098785,2013-14,PREM,29/03/14,Old Malvernians,Old Chigwellians,1 - 2
491,13098826,2013-14,PREM,29/03/14,Old Chigwellians,Old Malvernians,1 - 1
492,13098827,2013-14,PREM,29/03/14,Old Etonians,Old Foresters,2 - 1
493,13098874,2013-14,DIV1,29/03/14,KCS Old Boys,Old Westminsters,2 - 0
494,13098892,2013-14,DIV1,29/03/14,Old Haileyburians,Old Wykehamists,3 - 6
495,13098896,2013-14,DIV1,29/03/14,Old Radleians,Old Reptonians,6 - 4
496,13098897,2013-14,DIV1,29/03/14,Old Tonbridgians,Old King's Scholars,"4 - 0 
										
											
(HT 0-0)"
497,13186702,2013-14,DIV2,29/03/14,Lancing Old Boys II,Old Aldenhamians II,"1 - 2 
										
											
(HT 0-1)"
498,13186696,2013-14,DIV2,29/03/14,Old Chigwellians II,Old Wellingtonians,"1 - 0 
										
											
(HT 0-0)"
499,13186718,2013-14,DIV2,29/03/14,Old Haberdashers,Old Salopians II,5 - 1
500,13186727,2013-14,DIV2,29/03/14,Old Wellingtonians,Old Chigwellians II,"3 - 2 
										
											
(HT 0-0)"
501,13471388,2013-14,DIV3,29/03/14,Kings College Wimbledon II,Old Foresters II,1 - 4
502,13471389,2013-14,DIV3,29/03/14,Old Etonians II,Old Berkhamstedians,0 - 4
503,13097182,2013-14,DIV3,29/03/14,Old Brentwoods II,Old Cholmeleians III,2 - 0
504,13097195,2013-14,DIV3,29/03/14,Old Cholmeleians III,Old Brentwoods II,0 - 1
505,13097309,2013-14,DIV4,29/03/14,Old Brentwoods III,Old Chigwellians III,"4 - 2 
										
											
(HT 1-1)"
506,13097250,2013-14,DIV5,29/03/14,Old Brentwoods IV,Old Millhillians,1 - 0
507,13470114,2013-14,DIV5,29/03/14,Old Cholmeleians IV,Old Harrovians III,4 - 1
508,13597223,2013-14,JLC,29/03/14,Old Carthusians II,Old Carthusians III,"3 - 3 
										
											
(Pens 4-2)"
509,13585163,2013-14,JLC,29/03/14,Old Marlburians,Old Millfieldians,4 - 3
510,13596475,2013-14,DWT,29/03/14,Old Sennockians,Old Westminsters II,"4 - 2 
										
											
(HT 1-2)"
511,13591405,2013-14,DWT,29/03/14,Old Citizens,Old Oundelians,"2 - 2 
										
											
(Pens 3-4)"
512,13429247,2013-14,SCHL,29/03/14,Stowe School,Old Stoics,"3 - 3 
										
											
(AET, HT 1-1)"
513,13098794,2013-14,PREM,26/03/14,Lancing Old Boys,Old Foresters,0 - 2
514,13573198,2013-14,DUNN,26/03/14,Lancing Old Boys,Old Foresters,"0 - 2 
										
											
(HT 0-1)"
515,13507808,2013-14,DMVC,23/03/14,Old Foresters Vets,Old Harrovians Vets,1 - 2
516,13409652,2013-14,DMVP,23/03/14,Old Westminsters Vets,Old Kimboltonians Vets,1 - 2
517,13559025,2013-14,DMVP,23/03/14,Old Wykehamists Vets,Old Salopians Vets,1 - 3
518,13469471,2013-14,PREM,22/03/14,Lancing Old Boys,Old Cholmeleians,"3 - 3 
										
											
(HT 0-2)"
519,13098825,2013-14,PREM,22/03/14,Old Brentwoods,Old Harrovians,0 - 2
520,13300421,2013-14,PREM,22/03/14,Old Foresters,Old Malvernians,10 - 0
521,13469469,2013-14,PREM,22/03/14,Old Carthusians,Old Salopians,"5 - 0 
										
											
(HT 2-0)"
522,13098807,2013-14,PREM,22/03/14,Old Etonians,Old Chigwellians,2 - 0
523,13098876,2013-14,DIV1,22/03/14,Old Tonbridgians,Old Bradfieldians,4 - 2
524,13098920,2013-14,DIV1,22/03/14,Old Westminsters,Old Wykehamists,3 - 3
525,13098857,2013-14,DIV1,22/03/14,Old Aldenhamians,Old Reptonians,1 - 2
526,13366108,2013-14,DIV2,22/03/14,Old Cholmeleians II,Old Marlburians,2 - 2
527,13186675,2013-14,DIV2,22/03/14,Old Carthusians III,Old Wellingtonians,1 - 1
528,13186701,2013-14,DIV2,22/03/14,Old Wellingtonians,Old Carthusians III,0 - 1
529,13471387,2013-14,DIV3,22/03/14,Old Harrovians II,Kings College Wimbledon II,5 - 2
530,13471391,2013-14,DIV3,22/03/14,Old Foresters II,Old Wykehamists II,5 - 1
531,13097172,2013-14,DIV3,22/03/14,Old Cholmeleians III,Old Epsomians,2 - 2
532,13097338,2013-14,DIV4,22/03/14,Old Chigwellians III,Old Bancroftians AFC,"0 - 1 
										
											
(HT 0-0)"
533,13470116,2013-14,DIV5,22/03/14,Old Millhillians,Old Amplefordians,"3 - 5 
										
											
(HT 2-2)"
534,13470115,2013-14,DIV5,22/03/14,Old Brentwoods IV,Old Cholmeleians IV,"2 - 1 
										
											
(HT 0-0)"
535,13574102,2013-14,JLC,22/03/14,Old Citizens,Old Carthusians II,"5 - 6 
										
											
(AET)"
536,13585107,2013-14,DWT,22/03/14,Old Brentwoods III,Old Stoics,"0 - 1 
										
											
(HT 0-1)"
537,13585110,2013-14,DWT,22/03/14,Old Eastbournians,Old Westminsters II,2 - 3
538,13587180,2013-14,DWT,22/03/14,Old Amplefordians,Old Kimboltonians,"Home Walkover
										
										H - W"
539,13585164,2013-14,DWT,22/03/14,Old Harrovians III,Old Oundelians,"Away Walkover
										
										A - W"
540,13577982,2013-14,SCHL,22/03/14,Radley College 1st XI,Old Radleians,1 - 2
541,13372324,2013-14,REP,19/03/14,SAL Representative Team,Arthurian League Representative Team,0 - 1
542,13098802,2013-14,PREM,15/03/14,Old Brentwoods,Old Foresters,1 - 4
543,13098798,2013-14,PREM,15/03/14,Old Carthusians,Old Chigwellians,"3 - 2 
										
											
(HT 1-0)"
544,13098784,2013-14,PREM,15/03/14,Old Harrovians,Lancing Old Boys,2 - 1
545,13098762,2013-14,PREM,15/03/14,Old Salopians,Old Etonians,3 - 1
546,13098875,2013-14,DIV1,15/03/14,Old Haileyburians,Old Aldenhamians,2 - 8
547,13289947,2013-14,DIV1,15/03/14,Old Radleians,Old Bradfieldians,1 - 1
548,13098913,2013-14,DIV1,15/03/14,Old Westminsters,Old King's Scholars,3 - 0
549,13098903,2013-14,DIV1,15/03/14,KCS Old Boys,Old Reptonians,"6 - 1 
										
											
(HT 1-0)"
550,13098890,2013-14,DIV1,15/03/14,Old Tonbridgians,Old Wykehamists,2 - 3
551,13186679,2013-14,DIV2,15/03/14,Old Aldenhamians II,Old Carthusians III,0 - 2
552,13186710,2013-14,DIV2,15/03/14,Old Carthusians II,Old Marlburians,2 - 1
553,13186691,2013-14,DIV2,15/03/14,Old Wellingtonians,Old Salopians II,"3 - 1 
										
											
(HT 0-1)"
554,13186728,2013-14,DIV2,15/03/14,Lancing Old Boys II,Old Chigwellians II,3 - 0
555,13186670,2013-14,DIV2,15/03/14,Old Carthusians III,Old Aldenhamians II,1 - 0
556,13186659,2013-14,DIV2,15/03/14,Old Cholmeleians II,Old Haberdashers,4 - 3
557,13097177,2013-14,DIV3,15/03/14,Old Berkhamstedians,Old Cholmeleians III,4 - 2
558,13097210,2013-14,DIV3,15/03/14,Old Brentwoods II,Old Wykehamists II,"1 - 1 
										
											
(HT 0-0)"
559,13280587,2013-14,DIV3,15/03/14,Old Epsomians,Old Etonians II,1 - 1
560,13561370,2013-14,JLC,15/03/14,Old Harrovians II,Old Millfieldians,1 - 5
561,13570987,2013-14,DWT,15/03/14,Old Amplefordians,Old Chigwellians III,7 - 2
562,13570986,2013-14,DWT,15/03/14,Old Bancroftians AFC,Old Brentwoods III,0 - 1
563,13570988,2013-14,DWT,15/03/14,Old Brentwoods IV,Old Stoics,"2 - 3 
										
											
(HT 1-1)"
564,13570983,2013-14,DWT,15/03/14,Old Cholmeleians IV,Old Oundelians,1 - 4
