Team_1,Team_2,Team_1_goals,Team_2_goals,Total_goals,ALFIE_rating,Total_games 
Old Brentwoods II,Old Malvernians II,8,0,8,1.0,2
Old Brentwoods II,Old Marlburians,3,9,12,2.5,2
Old Brentwoods II,Old Meadonians,3,5,8,4.0,1
Old Brentwoods II,Old Merchant Taylors,9,12,21,2.857142857142857,7
Old Brentwoods II,Old Merchant Taylors II,5,9,14,3.0,4
Old Brentwoods II,Old Millfieldians,6,4,10,0.5,2
Old Brentwoods II,Old Minchendenians,4,2,6,3.0,1
Old Brentwoods II,Old Owens,2,3,5,4.0,1
Old Brentwoods II,Old Parkonians,2,2,4,5.0,1
Old Brentwoods II,Old Salopians II,15,8,23,3.5,6
Old Brentwoods II,Old Sennockians,13,7,20,3.4,5
Old Brentwoods II,Old Shirburnians,16,8,24,2.5,6
Old Brentwoods II,Old Stoics,9,10,19,2.25,4
Old Brentwoods II,Old Suttonians SV,6,8,14,2.0,3
Old Brentwoods II,Old Tonbridgians II,11,18,29,2.8333333333333335,6
Old Brentwoods II,Old Wellingburians,8,0,8,0.0,1
Old Brentwoods II,Old Westminsters,1,0,1,3.0,1
Old Brentwoods II,Old Woodhouseians II,4,6,10,4.0,1
Old Brentwoods II,Old Wykehamists II,15,9,24,3.0,5
Old Brentwoods II,Royal Bank of Scotland,0,4,4,1.0,1
Old Brentwoods II,Sinjun Grammarians,1,3,4,3.0,1
Old Brentwoods II,Southgate County III,1,4,5,2.0,1
Old Brentwoods II,UCL Academicals,6,5,11,5.0,1
Old Brentwoods II,UCL Academicals II,0,4,4,1.0,1
Old Brentwoods II,UCL Academicals III,3,4,7,4.0,1
Old Brentwoods II,West Wickham,3,2,5,4.0,1
Old Brentwoods II,Wood Green Old Boys,7,1,8,0.0,1
Old Brentwoods III,Albanian FC,6,0,6,0.0,1
Old Brentwoods III,Brentwood School 3rd XI,42,32,74,2.8666666666666667,15
Old Brentwoods III,Broomfield FC,5,5,10,6.0,1
Old Brentwoods III,Brymans Park FC,3,2,5,4.0,1
Old Brentwoods III,Hale End Athletic,2,7,9,0.0,1
Old Brentwoods III,Lancing Old Boys II,2,0,2,2.0,1
Old Brentwoods III,Old Albanians,2,3,5,4.0,1
Old Brentwoods III,Old Albanians SA,17,23,40,2.4285714285714284,7
Old Brentwoods III,Old Alleynians AFC II,2,4,6,3.5,2
Old Brentwoods III,Old Alleynians II,1,2,3,4.0,1
Old Brentwoods III,Old Alleynians III,9,3,12,2.5,2
Old Brentwoods III,Old Amplefordians,40,17,57,2.1,10
Old Brentwoods III,Old Ardinians II,9,0,9,0.0,1
Old Brentwoods III,Old Bancroftians AFC,3,11,14,2.6666666666666665,6
Old Brentwoods III,Old Berkhamstedians II,9,15,24,3.0,6
Old Brentwoods III,Old Brentwoods II,7,13,20,3.4,5
Old Brentwoods III,Old Brentwoods IV,35,13,48,1.3333333333333333,6
Old Brentwoods III,Old Carthusians II,3,1,4,3.0,1
Old Brentwoods III,Old Cheltonians,13,6,19,2.0,2
Old Brentwoods III,Old Chigwellians II,2,7,9,2.0,2
Old Brentwoods III,Old Chigwellians III,26,14,40,3.2857142857142856,14
Old Brentwoods III,Old Chigwellians IV,7,4,11,3.0,2
Old Brentwoods III,Old Cholmeleians II,17,30,47,1.8571428571428572,7
Old Brentwoods III,Old Cholmeleians III,11,9,20,2.75,4
Old Brentwoods III,Old Cholmeleians IV,18,12,30,3.5,4
Old Brentwoods III,Old Citizens,1,30,31,0.0,4
Old Brentwoods III,Old Columbans,6,4,10,2.5,2
Old Brentwoods III,Old Eastbournians,5,8,13,3.25,4
Old Brentwoods III,Old Epsomians,5,2,7,2.0,1
Old Brentwoods III,Old Finchleians,3,1,4,3.0,1
Old Brentwoods III,Old Foresters III,29,26,55,2.909090909090909,11
Old Brentwoods III,Old Foresters IV,6,4,10,4.0,2
Old Brentwoods III,Old Haberdashers,23,30,53,2.375,8
Old Brentwoods III,Old Harrovians II,10,14,24,3.0,3
Old Brentwoods III,Old Harrovians III,29,23,52,2.2222222222222223,9
Old Brentwoods III,Old Kimboltonians,3,3,6,4.5,2
Old Brentwoods III,Old King's Scholars,18,10,28,2.0,4
Old Brentwoods III,Old Kingstonians,5,5,10,4.0,2
Old Brentwoods III,Old Malvernians II,4,12,16,2.0,4
Old Brentwoods III,Old Merchant Taylors,1,8,9,1.5,2
Old Brentwoods III,Old Merchant Taylors II,15,19,34,3.142857142857143,7
Old Brentwoods III,Old Merchant Taylors',3,4,7,4.0,1
Old Brentwoods III,Old Merchant Taylors' II,11,3,14,1.5,2
Old Brentwoods III,Old Millfieldians,4,6,10,4.0,1
Old Brentwoods III,Old Millhillians,4,3,7,4.0,1
Old Brentwoods III,Old Oundelians,0,4,4,1.0,1
Old Brentwoods III,Old Parkonians,0,5,5,2.0,2
Old Brentwoods III,Old Parkonians IV,1,4,5,2.0,1
Old Brentwoods III,Old Sennockians,5,20,25,1.8,5
Old Brentwoods III,Old Shirburnians,3,1,4,3.0,1
Old Brentwoods III,Old Stoics,15,16,31,2.2857142857142856,7
Old Brentwoods III,Old Tonbridgians II,5,7,12,3.0,2
Old Brentwoods III,Old Wellingtonians,8,8,16,3.0,3
Old Brentwoods III,Old Westminsters II,22,11,33,2.4,5
Old Brentwoods III,Old Wilsonians,1,5,6,2.0,1
Old Brentwoods III,Old Wykehamists II,1,11,12,0.0,1
Old Brentwoods III,Queen Mary College Old Boys,5,5,10,6.0,1
Old Brentwoods IV,Bank of England,1,1,2,4.0,1
Old Brentwoods IV,Bealonians VII,1,2,3,4.0,1
Old Brentwoods IV,Brentwood School 4th XI,15,15,30,2.625,8
Old Brentwoods IV,KCS Old Boys II,5,4,9,5.0,1
Old Brentwoods IV,Lancing Old Boys II,5,7,12,4.0,2
Old Brentwoods IV,Old Albanians SA,0,19,19,1.0,1
Old Brentwoods IV,Old Alleynians AFC,1,4,5,2.0,1
Old Brentwoods IV,Old Amplefordians,14,9,23,1.75,4
Old Brentwoods IV,Old Bancroftians,1,8,9,0.0,1
Old Brentwoods IV,Old Bancroftians AFC,3,3,6,2.5,2
Old Brentwoods IV,Old Berkhamstedians II,3,6,9,3.5,2
Old Brentwoods IV,Old Brentwoods III,13,35,48,1.3333333333333333,6
Old Brentwoods IV,Old Canfordians,8,4,12,3.0,2
Old Brentwoods IV,Old Cheltonians,14,17,31,2.5,6
Old Brentwoods IV,Old Chigwellians IV,3,3,6,2.5,2
Old Brentwoods IV,Old Cholmeleians IV,11,10,21,3.3333333333333335,6
Old Brentwoods IV,Old Citizens,6,10,16,3.5,2
Old Brentwoods IV,Old Eastbournians,3,1,4,3.5,2
Old Brentwoods IV,Old Epsomians,1,1,2,4.0,1
Old Brentwoods IV,Old Felstedians,4,2,6,3.0,1
Old Brentwoods IV,Old Foresters III,16,10,26,2.6666666666666665,6
Old Brentwoods IV,Old Foresters IV,9,4,13,2.5,2
Old Brentwoods IV,Old Haberdashers,5,19,24,2.5,4
Old Brentwoods IV,Old Harrovians II,3,5,8,4.0,1
Old Brentwoods IV,Old Harrovians III,14,7,21,3.0,4
Old Brentwoods IV,Old Johnians II,8,7,15,5.0,2
Old Brentwoods IV,Old King's Scholars,4,5,9,3.6666666666666665,3
Old Brentwoods IV,Old Kingstonians,4,3,7,3.5,2
Old Brentwoods IV,Old Malvernians II,2,7,9,2.5,2
Old Brentwoods IV,Old Merchant Taylors,2,4,6,3.0,1
Old Brentwoods IV,Old Merchant Taylors' II,1,6,7,0.0,1
Old Brentwoods IV,Old Millhillians,3,5,8,3.3333333333333335,3
Old Brentwoods IV,Old Oundelians,20,4,24,1.0,4
Old Brentwoods IV,Old Parkonians,0,1,1,3.0,1
Old Brentwoods IV,Old Parkonians VI,5,4,9,5.0,1
Old Brentwoods IV,Old Parmiterians VII,7,2,9,0.0,1
Old Brentwoods IV,Old Salopians II,18,10,28,1.0,5
Old Brentwoods IV,Old Sennockians,7,7,14,4.5,2
Old Brentwoods IV,Old Shirburnians,6,10,16,3.3333333333333335,3
Old Brentwoods IV,Old Stoics,6,4,10,3.3333333333333335,3
Old Brentwoods IV,Old Tonbridgians II,0,2,2,2.0,1
Old Brentwoods IV,Old Westminsters II,4,12,16,2.6666666666666665,3
Old Brentwoods IV,Old Wykehamists II,4,2,6,3.0,1
Old Brentwoods IV,South Bank Cuaco,3,2,5,4.0,1
Old Brentwoods IV,St. James' Old Boys IV,8,0,8,0.0,1
Old Brentwoods Vets,Brentwood School 4th XI,0,0,0,4.0,2
Old Brentwoods Vets,Brentwood School 5th XI,5,16,21,3.25,4
Old Brentwoods Vets,Enfield Old Grammarians Vets,1,0,1,3.0,1
Old Brentwoods Vets,KCS Old Boys Vets,4,1,5,3.0,2
Old Brentwoods Vets,Lancing Old Boys Vets,5,4,9,3.6666666666666665,3
Old Brentwoods Vets,Old Aldenhamians Vets,6,0,6,0.0,1
Old Brentwoods Vets,Old Carthusians Vets,3,3,6,3.5,2
Old Brentwoods Vets,Old Chigwellians Vets,3,3,6,2.5,2
Old Brentwoods Vets,Old Finchleians,3,5,8,1.0,2
Old Brentwoods Vets,Old Foresters Vets,9,9,18,4.75,4
Old Brentwoods Vets,Old Haileyburians Vets,7,8,15,2.0,3
Old Brentwoods Vets,Old Harrovians Vets,11,7,18,2.3333333333333335,3
Old Brentwoods Vets,Old Kimboltonians Vets,1,0,1,3.0,1
Old Brentwoods Vets,Old Malvernians Vets,4,5,9,3.6666666666666665,3
Old Brentwoods Vets,Old Reptonians Vets,4,4,8,3.0,2
Old Brentwoods Vets,Old Salopians Vets,9,2,11,2.3333333333333335,3
Old Brentwoods Vets,Old Salvatorians,2,3,5,4.0,1
Old Brentwoods Vets,Old Tonbridgians Vets,4,4,8,3.0,2
Old Brentwoods Vets,Old Westminster Citizens Vets,3,4,7,4.0,1
Old Brentwoods Vets,Old Wykehamists Vets,4,0,4,2.0,2
Old Bromleians,KCS Old Boys,1,2,3,4.0,1
Old Bromleians,Old Carthusians II,0,8,8,0.0,1
Old Buckwellians,Old Bancroftians AFC,5,0,5,0.0,1
Old Buckwellians,Old Cholmeleians III,1,1,2,4.0,1
Old Canfordians,Old Amplefordians,3,0,3,2.0,1
Old Canfordians,Old Berkhamstedians,2,5,7,2.0,1
Old Canfordians,Old Brentwoods IV,4,8,12,3.0,2
Old Canfordians,Old Cheltonians,9,5,14,4.0,4
Old Canfordians,Old Cranleighans,5,2,7,2.0,1
Old Canfordians,Old Harrovians III,1,2,3,4.0,1
Old Canfordians,Old Johnians II,2,4,6,3.5,2
Old Canfordians,Old Kingstonians,7,7,14,3.5,2
Old Canfordians,Old Merchant Taylors II,9,1,10,0.0,1
Old Canfordians,Old Oundelians,4,4,8,4.0,2
Old Canfordians,Old Salopians II,10,11,21,2.0,3
Old Canfordians,Old Stoics,9,11,20,3.0,4
Old Canfordians,Old Wellingtonians,5,1,6,2.5,2
Old Canfordians,Old Wykehamists II,3,5,8,4.0,2
Old Carthusians,Alexandra Park FC,4,2,6,3.0,1
Old Carthusians,Alleyn Old Boys,1,0,1,3.0,1
Old Carthusians,Bank of England,3,0,3,2.0,1
Old Carthusians,Bromleians,7,0,7,0.0,1
Old Carthusians,Charterhouse School 1st XI,38,5,43,1.4285714285714286,7
Old Carthusians,Civil Service,1,2,3,4.0,1
Old Carthusians,Clapham Old Xaverians,9,1,10,1.0,2
Old Carthusians,Clapham Rovers,3,0,3,2.0,1
Old Carthusians,Dorkinians,8,9,17,4.0,3
Old Carthusians,Economicals,3,0,3,2.0,1
Old Carthusians,Enfield Old Grammarians,4,1,5,2.0,1
Old Carthusians,Honourable Artillery Company,0,1,1,3.0,1
Old Carthusians,Ibis Eagles,3,0,3,2.0,1
Old Carthusians,KCS Old Boys,57,23,80,2.8095238095238093,21
Old Carthusians,Lancing Old Boys,37,10,47,2.857142857142857,14
Old Carthusians,Merton,4,1,5,2.0,1
Old Carthusians,Nottsborough FC,17,12,29,3.5714285714285716,7
Old Carthusians,Old Actonians Association FC,2,0,2,2.0,1
Old Carthusians,Old Alleynians,10,23,33,2.5714285714285716,7
Old Carthusians,Old Alleynians AFC,13,4,17,2.5,4
Old Carthusians,Old Aloysians,11,3,14,2.0,2
Old Carthusians,Old Ardinians,3,3,6,5.0,1
Old Carthusians,Old Berkhamstedians,3,0,3,2.0,1
Old Carthusians,Old Blues,4,0,4,1.0,1
Old Carthusians,Old Bradfieldians,27,17,44,3.0833333333333335,12
Old Carthusians,Old Brentwoods,61,18,79,2.3684210526315788,19
Old Carthusians,Old Chigwellians,45,15,60,2.5384615384615383,13
Old Carthusians,Old Cholmeleians,55,17,72,2.6666666666666665,15
Old Carthusians,Old Etonians,71,26,97,3.107142857142857,28
Old Carthusians,Old Finchleians,9,3,12,0.0,1
Old Carthusians,Old Foresters,83,32,115,2.7777777777777777,27
Old Carthusians,Old Foresters II,1,0,1,3.0,1
Old Carthusians,Old Haileyburians,5,1,6,2.0,1
Old Carthusians,Old Hamptonians,11,5,16,3.5,4
Old Carthusians,Old Harrovians,78,14,92,1.7333333333333334,15
Old Carthusians,Old Johnians,8,0,8,1.0,2
Old Carthusians,Old King's Scholars,5,0,5,0.0,1
Old Carthusians,Old Kingstonians KGS,9,0,9,0.0,1
Old Carthusians,Old Malvernians,11,2,13,1.0,2
Old Carthusians,Old Marlburians,29,7,36,1.8571428571428572,7
Old Carthusians,Old Meadonians,3,1,4,3.0,1
Old Carthusians,Old Merchant Taylors,9,1,10,2.0,2
Old Carthusians,Old Minchendenians,9,2,11,2.3333333333333335,3
Old Carthusians,Old Owens,11,6,17,2.3333333333333335,3
Old Carthusians,Old Parkonians,14,11,25,2.75,4
Old Carthusians,Old Radleians,16,1,17,0.0,2
Old Carthusians,Old Reptonians,16,4,20,3.1,10
Old Carthusians,Old Rugbeians,4,0,4,1.0,1
Old Carthusians,Old Salopians,59,18,77,2.6,15
Old Carthusians,Old Salvatorians,5,0,5,0.0,1
Old Carthusians,Old Stationers,2,1,3,4.0,1
Old Carthusians,Old Suttonians,4,0,4,2.5,2
Old Carthusians,Old Tenisonians,2,1,3,4.0,1
Old Carthusians,Old Thorntonians,8,2,10,2.0,2
Old Carthusians,Old Tonbridgians,91,40,131,2.5833333333333335,24
Old Carthusians,Old Westminsters,5,0,5,0.0,1
Old Carthusians,Old Wilsonians,8,8,16,3.5,6
Old Carthusians,Old Wokingians,0,2,2,2.0,1
Old Carthusians,Old Woodhouseians,9,1,10,0.0,1
Old Carthusians,Old Wykehamists,46,11,57,2.3333333333333335,12
Old Carthusians,Park View,3,0,3,2.0,1
Old Carthusians,Polytechnic,2,9,11,2.6666666666666665,3
Old Carthusians,Richmond & Kew SAL,4,0,4,1.0,1
Old Carthusians,Rob Roy Rovers,3,0,3,2.0,1
Old Carthusians,South Bank Cuaco,3,2,5,4.0,1
Old Carthusians,West Wickham,3,3,6,4.5,2
Old Carthusians,Winchmore Hill,8,1,9,1.6666666666666667,3
Old Carthusians II,Albanian FC,5,0,5,0.0,1
Old Carthusians II,Charterhouse School 2nd XI,10,8,18,4.0,7
Old Carthusians II,Economicals,2,2,4,5.0,1
Old Carthusians II,Enfield Old Grammarians,6,2,8,2.0,1
Old Carthusians II,Fulham Compton Old Boys,0,1,1,3.0,1
Old Carthusians II,Glynn Old Boys II,1,4,5,2.0,1
Old Carthusians II,Hale End Athletic,0,5,5,0.0,1
Old Carthusians II,Honourable Artillery Company,0,6,6,0.0,1
Old Carthusians II,KCS Old Boys II,9,4,13,3.0,2
Old Carthusians II,Kings College Wimbledon II,21,16,37,3.125,8
Old Carthusians II,Lancing Old Boys II,26,11,37,3.076923076923077,13
Old Carthusians II,Merton,1,4,5,2.0,1
Old Carthusians II,NUFC Oilers,4,6,10,4.0,2
Old Carthusians II,Old Albanians,8,15,23,3.5,4
Old Carthusians II,Old Aldenhamians,10,11,21,2.8,5
Old Carthusians II,Old Aldenhamians II,11,3,14,2.5,2
Old Carthusians II,Old Alleynians AFC,2,3,5,4.0,2
Old Carthusians II,Old Alleynians AFC II,2,3,5,4.0,2
Old Carthusians II,Old Alleynians II,5,7,12,4.0,3
Old Carthusians II,Old Alleynians III,17,16,33,2.0,6
Old Carthusians II,Old Ardinians,2,11,13,1.0,2
Old Carthusians II,Old Berkhamstedians,8,9,17,3.0,4
Old Carthusians II,Old Berkhamstedians II,2,2,4,5.0,1
Old Carthusians II,Old Brentwoods II,18,19,37,2.875,8
Old Carthusians II,Old Brentwoods III,1,3,4,3.0,1
Old Carthusians II,Old Bromleians,8,0,8,0.0,1
Old Carthusians II,Old Carthusians III,29,32,61,3.25,16
Old Carthusians II,Old Chigwellians II,48,20,68,2.6666666666666665,15
Old Carthusians II,Old Cholmeleians II,18,6,24,2.875,8
Old Carthusians II,Old Citizens,11,7,18,3.6666666666666665,3
Old Carthusians II,Old Columbans,4,0,4,2.6666666666666665,3
Old Carthusians II,Old Epsomians,21,13,34,3.1666666666666665,6
Old Carthusians II,Old Etonians II,33,34,67,3.125,16
Old Carthusians II,Old Foresters II,30,13,43,2.6153846153846154,13
Old Carthusians II,Old Garchonians,1,0,1,3.0,1
Old Carthusians II,Old Haberdashers,26,16,42,2.2857142857142856,7
Old Carthusians II,Old Haileyburians,4,1,5,2.0,1
Old Carthusians II,Old Hamptonians,4,5,9,5.0,1
Old Carthusians II,Old Harrovians II,31,21,52,3.230769230769231,13
Old Carthusians II,Old Isleworthians II,7,3,10,2.0,1
Old Carthusians II,Old Johnians,0,11,11,1.5,2
Old Carthusians II,Old Kimboltonians,2,2,4,5.0,1
Old Carthusians II,Old King's Scholars,4,1,5,2.0,1
Old Carthusians II,Old Kingstonians,0,2,2,2.0,1
Old Carthusians II,Old Malvernians,5,0,5,0.0,1
Old Carthusians II,Old Manorians,2,3,5,4.0,1
Old Carthusians II,Old Marlburians,6,9,15,3.8,5
Old Carthusians II,Old Meadonians,1,2,3,4.0,1
Old Carthusians II,Old Merchant Taylors,22,8,30,2.875,8
Old Carthusians II,Old Merchant Taylors',5,3,8,4.0,2
Old Carthusians II,Old Millfieldians,6,7,13,3.0,3
Old Carthusians II,Old Millhillians,3,2,5,4.0,1
Old Carthusians II,Old Minchendenians,3,2,5,4.0,1
Old Carthusians II,Old Owens,2,0,2,2.0,1
Old Carthusians II,Old Parmiterians,4,2,6,3.0,1
Old Carthusians II,Old Radleians,13,14,27,4.2,5
Old Carthusians II,Old Reptonians,1,6,7,2.0,2
Old Carthusians II,Old Rugbeians,10,1,11,1.0,2
Old Carthusians II,Old Salopians II,10,4,14,3.25,4
Old Carthusians II,Old Sedcopians,7,2,9,0.0,1
Old Carthusians II,Old Sennockians,27,16,43,3.1,10
Old Carthusians II,Old Shirburnians,14,11,25,1.5,4
Old Carthusians II,Old Thorntonians,1,5,6,2.0,1
Old Carthusians II,Old Thorntonians III,1,2,3,4.0,1
Old Carthusians II,Old Tonbridgians II,10,8,18,3.75,4
Old Carthusians II,Old Wellingtonians,20,3,23,2.2857142857142856,7
Old Carthusians II,Old Westminsters,21,21,42,3.0,9
Old Carthusians II,Old Wokingians,3,1,4,3.0,2
Old Carthusians II,Reigatians,4,1,5,2.0,1
Old Carthusians II,Royal Bank of Scotland,3,3,6,5.0,1
Old Carthusians II,West Wickham,3,0,3,2.0,1
Old Carthusians II,Wood Green Old Boys,7,1,8,0.0,1
Old Carthusians III,Alleyn Old Boys,1,2,3,4.0,1
Old Carthusians III,Bealonians,3,1,4,3.0,1
Old Carthusians III,Carshalton,2,3,5,4.0,1
Old Carthusians III,Charterhouse School 1st XI,3,1,4,3.0,1
Old Carthusians III,Charterhouse School 3rd XI,20,9,29,2.4,5
Old Carthusians III,Civil Service III,1,0,1,3.0,1
Old Carthusians III,Economicals,2,1,3,4.0,1
Old Carthusians III,Enfield Old Grammarians,5,1,6,2.0,1
Old Carthusians III,Fulham Compton Old Boys,4,2,6,3.0,1
Old Carthusians III,Hale End Athletic,2,2,4,5.0,1
Old Carthusians III,Heathrow Seniors,5,0,5,0.0,1
Old Carthusians III,John Fisher Old Boys,4,1,5,2.0,1
Old Carthusians III,Kings College Wimbledon II,12,13,25,3.142857142857143,7
Old Carthusians III,Lancing Old Boys II,35,25,60,2.625,16
Old Carthusians III,London Welsh F.C.,6,0,6,0.0,1
Old Carthusians III,Merton,4,2,6,3.0,1
Old Carthusians III,Nottsborough FC,3,4,7,2.5,2
Old Carthusians III,Nottsborough FC III,1,1,2,4.0,1
Old Carthusians III,Old Actonians Association FC,7,2,9,2.5,2
Old Carthusians III,Old Aldenhamians II,10,4,14,3.25,4
Old Carthusians III,Old Alleynians AFC,3,9,12,2.3333333333333335,3
Old Carthusians III,Old Alleynians II,3,3,6,5.0,1
Old Carthusians III,Old Bancroftians AFC,5,0,5,0.0,1
Old Carthusians III,Old Berkhamstedians,10,9,19,3.4,5
Old Carthusians III,Old Brentwoods II,2,3,5,4.0,1
Old Carthusians III,Old Carthusians II,32,29,61,3.25,16
Old Carthusians III,Old Chigwellians II,26,9,35,2.4444444444444446,9
Old Carthusians III,Old Cholmeleians II,30,15,45,2.5,10
Old Carthusians III,Old Columbans,3,10,13,1.5,2
Old Carthusians III,Old Epsomians,9,11,20,3.1666666666666665,6
Old Carthusians III,Old Etonians II,27,6,33,2.0,9
Old Carthusians III,Old Foresters II,25,21,46,3.272727272727273,11
Old Carthusians III,Old Haberdashers,26,8,34,2.3333333333333335,6
Old Carthusians III,Old Haileyburians,11,0,11,0.0,1
Old Carthusians III,Old Harrovians II,3,2,5,4.0,2
Old Carthusians III,Old Johnians FC,5,18,23,2.0,4
Old Carthusians III,Old King's Scholars,7,3,10,2.0,1
Old Carthusians III,Old Kingsburians,2,2,4,5.0,1
Old Carthusians III,Old Marlburians,4,6,10,3.0,2
Old Carthusians III,Old Meadonians,1,0,1,3.0,1
Old Carthusians III,Old Millfieldians,11,4,15,2.0,2
Old Carthusians III,Old Oundelians,6,2,8,2.0,1
Old Carthusians III,Old Owens,3,1,4,3.0,1
Old Carthusians III,Old Radleians,2,12,14,1.5,2
Old Carthusians III,Old Reptonians,5,4,9,4.5,2
Old Carthusians III,Old Rugbeians,11,14,25,2.0,5
Old Carthusians III,Old Salopians II,17,8,25,2.3333333333333335,6
Old Carthusians III,Old Salvatorians,3,1,4,3.0,1
Old Carthusians III,Old Sennockians,16,9,25,2.5,4
Old Carthusians III,Old Suttonians,2,5,7,2.0,1
Old Carthusians III,Old Suttonians SV,6,15,21,3.0,3
Old Carthusians III,Old Tonbridgians II,9,18,27,3.6,5
Old Carthusians III,Old Wellingtonians,26,17,43,3.6,10
Old Carthusians III,Old Westminsters,26,15,41,3.625,8
Old Carthusians III,Old Whitgiftians,3,0,3,2.0,1
Old Carthusians III,Old Wokingians,4,1,5,3.0,2
Old Carthusians III,Polytechnic 3s,3,1,4,3.0,1
Old Carthusians III,Reigatians,3,0,3,2.0,1
Old Carthusians III,Wandsworth Borough,6,1,7,0.0,1
Old Carthusians III,Weirside Rangers,5,0,5,0.0,1
Old Carthusians III,Winchmore Hill,2,3,5,4.0,1
Old Carthusians Vets,KCS Old Boys Vets,6,10,16,4.0,2
Old Carthusians Vets,Lancing Old Boys Vets,2,5,7,3.0,2
Old Carthusians Vets,Old Berkhamstedians Vets,2,0,2,2.0,1
Old Carthusians Vets,Old Bradfieldians Vets,4,6,10,2.6666666666666665,3
Old Carthusians Vets,Old Brentwoods Vets,3,3,6,3.5,2
Old Carthusians Vets,Old Cholmeleians Vets,4,4,8,3.0,2
Old Carthusians Vets,Old Etonians Vets,0,1,1,3.0,1
Old Carthusians Vets,Old Foresters Vets,5,11,16,3.0,3
Old Carthusians Vets,Old Harrovians Vets,16,21,37,3.8,5
Old Carthusians Vets,Old Malvernians Vets,2,5,7,2.0,1
Old Carthusians Vets,Old Pauline,0,2,2,2.0,1
Old Carthusians Vets,Old Reptonians Vets,12,4,16,1.5,2
Old Carthusians Vets,Old Salopians Vets,9,2,11,0.0,1
Old Carthusians Vets,Old Tonbridgians Vets,9,4,13,3.0,4
Old Carthusians Vets,Old Wellingtonians Vets,1,4,5,2.0,1
Old Carthusians Vets,Old Westminsters Vets,7,1,8,2.0,2
Old Carthusians Vets,Old Wykehamists Vets,7,4,11,2.0,3
Old Challoners,Old Aldenhamians II,0,2,2,2.0,1
Old Challoners,Old Cholmeleians II,0,1,1,3.0,1
Old Challoners,Old Millhillians,6,6,12,6.0,1
Old Challoners,Old Sennockians,0,0,0,4.0,1
Old Cheltonians,Cheltenham College 1st XI,4,3,7,4.0,1
Old Cheltonians,Lancing Old Boys II,3,1,4,2.5,2
Old Cheltonians,Old Berkhamstedians II,4,1,5,2.0,1
Old Cheltonians,Old Brentwoods III,6,13,19,2.0,2
Old Cheltonians,Old Brentwoods IV,17,14,31,2.5,6
Old Cheltonians,Old Canfordians,5,9,14,4.0,4
Old Cheltonians,Old Cranleighans,3,5,8,4.0,2
Old Cheltonians,Old Eastbournians,5,1,6,2.5,2
Old Cheltonians,Old Etonians II,0,2,2,2.0,1
Old Cheltonians,Old Haberdashers,3,6,9,3.3333333333333335,3
Old Cheltonians,Old Harrovians III,4,5,9,4.5,2
Old Cheltonians,Old Johnians II,8,5,13,3.0,3
Old Cheltonians,Old Kingstonians,4,7,11,2.3333333333333335,3
Old Cheltonians,Old Merchant Taylors II,5,4,9,5.0,1
Old Cheltonians,Old Oundelians,27,3,30,1.4,5
Old Cheltonians,Old Salopians II,20,17,37,3.5,6
Old Cheltonians,Old Stoics,2,1,3,4.0,1
Old Cheltonians,Old Tonbridgians II,0,2,2,2.0,1
Old Cheltonians,Old Wellingtonians,1,3,4,3.0,1
Old Cheltonians,Old Westminsters II,4,7,11,3.6666666666666665,3
